name,total_points,position_DEF,GW,team,opponent_team,position_FWD,position_GK,position_MID,game_avg_7,pos_id,initval,rank,diff_from_avg,opp_defense_rank,opp_attack_rank,team_cluster_rank,opp_cluster_rank,was_home,total_points_20
Wilfried Zaha,15,0,2,6,13,0,0,1,3.857142857142857,0,70.0,3.0,11.142857142857142,0,3,3,3,False,15
Darnell Furlong,0,1,2,18,7,0,0,0,3.2857142857142856,1,45.0,3.0,-3.2857142857142856,1,1,1,1,False,0
David McGoldrick,1,0,2,15,2,1,0,0,2.0,2,55.0,2.0,-1.0,1,1,1,1,False,1
Kieran Tierney,0,1,2,1,19,0,0,0,2.0,1,55.0,2.0,-2.0,1,2,2,2,True,0
John Fleck,2,0,2,15,2,0,0,1,1.8571428571428572,0,60.0,2.0,0.1428571428571428,1,1,1,1,False,2
Harry Kane,21,0,2,17,16,1,0,0,11.571428571428571,2,105.0,3.0,9.428571428571429,3,1,1,1,False,21
Steven Bergwijn,1,0,2,17,16,0,0,1,0.7142857142857143,0,75.0,1.0,0.2857142857142857,3,1,1,1,False,1
Christian Benteke,0,0,2,6,13,1,0,0,1.5714285714285714,2,55.0,2.0,-1.5714285714285714,0,3,3,3,False,0
Dan Burn,1,1,2,3,14,0,0,0,0.5714285714285714,1,45.0,1.0,0.4285714285714286,2,1,1,1,False,1
Neal Maupay,16,0,2,3,14,1,0,0,5.142857142857143,2,65.0,3.0,10.857142857142858,2,1,1,1,False,16
Cheikhou Kouyaté,2,0,2,6,13,0,0,1,1.7142857142857142,0,50.0,2.0,0.2857142857142858,0,3,3,3,False,2
Michael Keane,7,1,2,7,18,0,0,0,3.0,1,50.0,3.0,4.0,3,0,0,0,True,7
Bobby Decordova-Reid,5,0,2,8,10,1,0,0,2.5714285714285716,2,55.0,3.0,2.4285714285714284,2,2,2,2,False,5
Pierre-Emile Højbjerg,2,0,2,17,16,0,0,1,1.7142857142857142,0,50.0,2.0,0.2857142857142858,3,1,1,1,False,2
Matt Phillips,1,0,2,18,7,0,0,1,2.5714285714285716,0,55.0,3.0,-1.5714285714285716,1,1,1,1,False,1
Jordan Pickford,1,0,2,7,18,0,1,0,1.7142857142857142,3,50.0,2.0,-0.7142857142857142,3,0,0,0,True,1
Nathan Redmond,0,0,2,16,17,0,0,1,1.0,0,65.0,2.0,-1.0,0,2,2,2,True,0
Conor Coady,1,1,2,20,12,0,0,0,1.1428571428571428,1,50.0,2.0,-0.1428571428571428,0,3,3,3,True,1
Daniel Castelo Podence,5,0,2,20,12,0,0,1,1.1428571428571428,0,55.0,2.0,3.857142857142857,0,3,3,3,True,5
Pierre-Emerick Aubameyang,5,0,2,1,19,0,0,1,2.4285714285714284,0,120.0,3.0,2.5714285714285716,1,2,2,2,True,5
Mason Mount,2,0,2,5,11,0,0,1,5.0,0,70.0,3.0,-3.0,0,2,2,2,True,2
Adam Webster,6,1,2,3,14,0,0,0,1.4285714285714286,1,45.0,2.0,4.571428571428571,2,1,1,1,False,6
Hakim Ziyech,0,0,2,5,11,0,0,1,1.0,0,80.0,2.0,-1.0,0,2,2,2,True,0
Mason Holgate,0,1,2,7,18,0,0,0,1.4285714285714286,1,50.0,2.0,-1.4285714285714286,3,0,0,0,True,0
Sadio Mané,16,0,2,11,5,0,0,1,6.142857142857143,0,120.0,3.0,9.857142857142858,0,2,2,2,False,16
Jannik Vestergaard,0,1,2,16,17,0,0,0,0.42857142857142855,1,45.0,1.0,-0.42857142857142855,0,2,2,2,True,0
Joseph Willock,0,0,2,1,19,0,0,1,2.4285714285714284,0,50.0,3.0,-2.4285714285714284,1,2,2,2,True,0
Kyle Walker-Peters,3,1,2,16,17,0,0,0,1.7142857142857142,1,45.0,2.0,1.2857142857142858,0,2,2,2,True,3
Joël Veltman,0,1,2,3,14,0,0,0,2.857142857142857,1,45.0,3.0,-2.857142857142857,2,1,1,1,False,0
Alex Iwobi,1,0,2,7,18,0,0,1,1.4285714285714286,0,60.0,2.0,-0.4285714285714286,3,0,0,0,True,1
Max Kilman,0,1,2,20,12,0,0,0,0.2857142857142857,1,40.0,1.0,-0.2857142857142857,0,3,3,3,True,0
Jeffrey Schlupp,7,0,2,6,13,0,0,1,3.0,0,55.0,3.0,4.0,0,3,3,3,False,7
Toby Alderweireld,0,1,2,17,16,0,0,0,1.0,1,55.0,2.0,-1.0,3,1,1,1,False,0
Lucas Rodrigues Moura da Silva,2,0,2,17,16,0,0,1,2.5714285714285716,0,70.0,3.0,-0.5714285714285716,3,1,1,1,False,2
Emile Smith Rowe,0,0,2,1,19,0,0,1,2.857142857142857,0,45.0,3.0,-2.857142857142857,1,2,2,2,True,0
Daniel Ceballos Fernández,8,0,2,1,19,0,0,1,1.5714285714285714,0,50.0,2.0,6.428571428571429,1,2,2,2,True,8
Alphonse Areola,1,0,2,8,10,0,1,0,2.857142857142857,3,45.0,3.0,-1.8571428571428572,2,2,2,2,False,1
Matheus Pereira,10,0,2,18,7,0,0,1,2.5714285714285716,0,60.0,3.0,7.428571428571429,1,1,1,1,False,10
Ivan Ricardo Neves Abreu Cavaleiro,2,0,2,8,10,0,0,1,2.857142857142857,0,55.0,3.0,-0.8571428571428572,2,2,2,2,False,2
Aleksandar Mitrović,12,0,2,8,10,1,0,0,2.5714285714285716,2,60.0,3.0,9.428571428571429,2,2,2,2,False,12
Joel Ward,1,1,2,6,13,0,0,0,0.2857142857142857,1,45.0,1.0,0.7142857142857143,0,3,3,3,False,1
Nicolas Pépé,1,0,2,1,19,0,0,1,2.5714285714285716,0,80.0,3.0,-1.5714285714285716,1,2,2,2,True,1
Leandro Trossard,6,0,2,3,14,0,0,1,5.428571428571429,0,60.0,3.0,0.5714285714285712,2,1,1,1,False,6
Federico Fernández,1,1,2,14,3,0,0,0,1.0,1,50.0,2.0,0.0,1,1,1,1,True,1
Jorge Luiz Frello Filho,0,0,2,5,11,0,0,1,2.857142857142857,0,50.0,3.0,-2.857142857142857,0,2,2,2,True,0
Heung-Min Son,24,0,2,17,16,0,0,1,5.714285714285714,0,90.0,3.0,18.285714285714285,3,1,1,1,False,24
Marcos Alonso,1,1,2,5,11,0,0,0,1.0,1,60.0,2.0,0.0,0,2,2,2,True,1
André-Frank Zambo Anguissa,5,0,2,8,10,0,0,1,2.857142857142857,0,45.0,3.0,2.142857142857143,2,2,2,2,False,5
Alisson Ramses Becker,14,0,2,11,5,0,1,0,5.428571428571429,3,60.0,3.0,8.571428571428571,0,2,2,2,False,14
George Baldock,2,1,2,15,2,0,0,0,1.4285714285714286,1,55.0,2.0,0.5714285714285714,1,1,1,1,False,2
Aaron Ramsdale,2,0,2,15,2,0,1,0,5.285714285714286,3,50.0,3.0,-3.2857142857142856,1,1,1,1,False,2
Kai Havertz,1,0,2,5,11,0,0,1,1.0,0,85.0,2.0,0.0,0,2,2,2,True,1
Yerry Mina,1,1,2,7,18,0,0,0,1.5714285714285714,1,55.0,2.0,-0.5714285714285714,3,0,0,0,True,1
Fabio Henrique Tavares,3,0,2,11,5,0,0,1,2.857142857142857,0,55.0,3.0,0.1428571428571428,0,2,2,2,False,3
Luka Milivojevic,1,0,2,6,13,0,0,1,1.4285714285714286,0,60.0,2.0,-0.4285714285714286,0,3,3,3,False,1
Alexandre Lacazette,7,0,2,1,19,1,0,0,5.285714285714286,2,85.0,3.0,1.7142857142857144,1,2,2,2,True,7
Ben Osborn,1,0,2,15,2,0,0,1,1.5714285714285714,0,50.0,2.0,-0.5714285714285714,1,1,1,1,False,1
James Rodríguez,12,0,2,7,18,0,0,1,2.7142857142857144,0,75.0,3.0,9.285714285714285,3,0,0,0,True,12
Mateo Kovacic,2,0,2,5,11,0,0,1,1.4285714285714286,0,55.0,2.0,0.5714285714285714,0,2,2,2,True,2
Conor Townsend,0,1,2,18,7,0,0,0,3.0,1,45.0,3.0,-3.0,1,1,1,1,False,0
Harrison Reed,2,0,2,8,10,0,0,1,1.5714285714285714,0,45.0,2.0,0.4285714285714286,2,2,2,2,False,2
Willy Boly,1,1,2,20,12,0,0,0,0.42857142857142855,1,55.0,1.0,0.5714285714285714,0,3,3,3,True,1
Tanguy Ndombele,0,0,2,17,16,0,0,1,2.4285714285714284,0,60.0,3.0,-2.4285714285714284,3,1,1,1,False,0
Jordan Henderson,1,0,2,11,5,0,0,1,0.14285714285714285,0,55.0,1.0,0.8571428571428572,0,2,2,2,False,1
Ross Barkley,1,0,2,5,11,0,0,1,1.7142857142857142,0,60.0,2.0,-0.7142857142857142,0,2,2,2,True,1
Jordan Ayew,5,0,2,6,13,1,0,0,2.7142857142857144,2,60.0,3.0,2.2857142857142856,0,3,3,3,False,5
Jarrod Bowen,2,0,2,19,1,0,0,1,4.571428571428571,0,65.0,3.0,-2.571428571428571,0,1,1,1,False,2
Eric Dier,1,1,2,17,16,0,0,0,1.2857142857142858,1,50.0,2.0,-0.2857142857142858,3,1,1,1,False,1
Lewis Dunk,7,1,2,3,14,0,0,0,2.7142857142857144,1,50.0,3.0,4.285714285714286,2,1,1,1,False,7
Declan Rice,2,0,2,19,1,0,0,1,2.7142857142857144,0,50.0,3.0,-0.7142857142857144,0,1,1,1,False,2
Antonio Rüdiger,0,1,2,5,11,0,0,0,3.0,1,50.0,3.0,-3.0,0,2,2,2,True,0
Jan Bednarek,0,1,2,16,17,0,0,0,1.4285714285714286,1,45.0,2.0,-1.4285714285714286,0,2,2,2,True,0
Enda Stevens,2,1,2,15,2,0,0,0,1.7142857142857142,1,55.0,2.0,0.2857142857142858,1,1,1,1,False,2
Yves Bissouma,0,0,2,3,14,0,0,1,1.2857142857142858,0,45.0,2.0,-1.2857142857142858,2,1,1,1,False,0
Roberto Firmino,5,0,2,11,5,1,0,0,3.142857142857143,2,95.0,3.0,1.8571428571428572,0,2,2,2,False,5
Karl Darlow,2,0,2,14,3,0,1,0,1.2857142857142858,3,50.0,2.0,0.7142857142857142,1,1,1,1,True,2
Ben White,6,1,2,3,14,0,0,0,2.7142857142857144,1,45.0,3.0,3.2857142857142856,2,1,1,1,False,6
Lucas Digne,1,1,2,7,18,0,0,0,1.8571428571428572,1,60.0,2.0,-0.8571428571428572,3,0,0,0,True,1
Timo Werner,2,0,2,5,11,1,0,0,3.142857142857143,2,95.0,3.0,-1.1428571428571428,0,2,2,2,True,2
Tyrick Mitchell,5,1,2,6,13,0,0,0,1.0,1,40.0,2.0,4.0,0,3,3,3,False,5
Allan Saint-Maximin,1,0,2,14,3,0,0,1,4.428571428571429,0,55.0,3.0,-3.428571428571429,1,1,1,1,True,1
Aaron Cresswell,1,1,2,19,1,0,0,0,2.4285714285714284,1,50.0,3.0,-1.4285714285714284,0,1,1,1,False,1
João Filipe Iria Santos Moutinho,2,0,2,20,12,0,0,1,2.4285714285714284,0,55.0,3.0,-0.4285714285714284,0,3,3,3,True,2
Oluwasemilogo Adesewo Ibidapo Ajayi,0,1,2,18,7,0,0,0,0.2857142857142857,1,50.0,1.0,-0.2857142857142857,1,1,1,1,False,0
Oriol Romeu Vidal,0,0,2,16,17,0,0,1,0.8571428571428571,0,45.0,2.0,-0.8571428571428571,0,2,2,2,True,0
Gary Cahill,0,1,2,6,13,0,0,0,0.14285714285714285,1,45.0,1.0,-0.14285714285714285,0,3,3,3,False,0
Christian Pulisic,0,0,2,5,11,0,0,1,3.0,0,85.0,3.0,-3.0,0,2,2,2,True,0
Seamus Coleman,1,1,2,7,18,0,0,0,0.8571428571428571,1,50.0,2.0,0.1428571428571429,3,0,0,0,True,1
Trent Alexander-Arnold,7,1,2,11,5,0,0,0,6.428571428571429,1,75.0,3.0,0.5714285714285712,0,2,2,2,False,7
Rúben Diogo da Silva Neves,2,0,2,20,12,0,0,1,1.7142857142857142,0,55.0,2.0,0.2857142857142858,0,3,3,3,True,2
Andrew Robertson,6,1,2,11,5,0,0,0,4.857142857142857,1,70.0,3.0,1.1428571428571432,0,2,2,2,False,6
Andreas Christensen,-3,1,2,5,11,0,0,0,1.4285714285714286,1,50.0,2.0,-4.428571428571429,0,2,2,2,True,-3
Chris Basham,2,1,2,15,2,0,0,0,1.7142857142857142,1,50.0,2.0,0.2857142857142858,1,1,1,1,False,2
Antonee Robinson,0,1,2,8,10,0,0,0,1.4285714285714286,1,45.0,2.0,-1.4285714285714286,2,2,2,2,False,0
Alex McCarthy,0,0,2,16,17,0,1,0,3.0,3,45.0,3.0,-3.0,0,2,2,2,True,0
Andros Townsend,9,0,2,6,13,0,0,1,2.4285714285714284,0,60.0,3.0,6.571428571428571,0,3,3,3,False,9
Hugo Lloris,2,0,2,17,16,0,1,0,2.4285714285714284,3,55.0,3.0,-0.4285714285714284,3,1,1,1,False,2
Héctor Bellerín,2,1,2,1,19,0,0,0,1.1428571428571428,1,50.0,2.0,0.8571428571428572,1,2,2,2,True,2
Serge Aurier,0,1,2,17,16,0,0,0,0.42857142857142855,1,55.0,1.0,-0.42857142857142855,3,1,1,1,False,0
Mohamed Salah,3,0,2,11,5,0,0,1,6.285714285714286,0,120.0,3.0,-3.2857142857142856,0,2,2,2,False,3
Dominic Calvert-Lewin,17,0,2,7,18,1,0,0,6.428571428571429,2,70.0,3.0,10.571428571428571,3,0,0,0,True,17
Andros Townsend,5,0,3,6,7,0,0,1,2.7142857142857144,0,60.0,3.0,2.2857142857142856,1,1,1,1,True,5
Steven Bergwijn,1,0,3,17,14,0,0,1,0.7142857142857143,0,75.0,1.0,0.2857142857142857,2,1,1,1,True,1
Tanguy Ndombele,1,0,3,17,14,0,0,1,2.142857142857143,0,60.0,2.0,-1.1428571428571428,2,1,1,1,True,1
Jorge Luiz Frello Filho,0,0,3,5,18,0,0,1,2.5714285714285716,0,50.0,3.0,-2.5714285714285716,3,0,0,0,False,0
Matt Phillips,1,0,3,18,5,0,0,1,2.5714285714285716,0,55.0,3.0,-1.5714285714285716,0,2,2,2,True,1
Chris Basham,2,1,3,15,10,0,0,0,0.7142857142857143,1,50.0,1.0,1.2857142857142856,2,2,2,2,True,2
Eberechi Eze,2,0,3,6,7,0,0,1,3.5714285714285716,0,60.0,3.0,-1.5714285714285716,1,1,1,1,True,2
Kieran Tierney,1,1,3,1,11,0,0,0,2.142857142857143,1,55.0,2.0,-1.1428571428571428,0,2,2,2,False,1
Alisson Ramses Becker,2,0,3,11,1,0,1,0,2.7142857142857144,3,60.0,3.0,-0.7142857142857144,0,1,1,1,True,2
Benjamin Chilwell,0,1,3,5,18,0,0,0,2.857142857142857,1,55.0,3.0,-2.857142857142857,3,0,0,0,False,0
Wilfred Ndidi,0,0,3,10,12,0,0,1,2.142857142857143,0,50.0,2.0,-2.142857142857143,0,3,3,3,False,0
Roberto Firmino,2,0,3,11,1,1,0,0,2.7142857142857144,2,95.0,3.0,-0.7142857142857144,0,1,1,1,True,2
Heung-Min Son,1,0,3,17,14,0,0,1,2.7142857142857144,0,90.0,3.0,-1.7142857142857144,2,1,1,1,True,1
Dominic Calvert-Lewin,6,0,3,7,6,1,0,0,2.5714285714285716,2,70.0,3.0,3.4285714285714284,3,1,1,1,False,6
Reece James,1,1,3,5,18,0,0,0,2.5714285714285716,1,50.0,3.0,-1.5714285714285716,3,0,0,0,False,1
Jordan Pickford,2,0,3,7,6,0,1,0,2.7142857142857144,3,50.0,3.0,-0.7142857142857144,3,1,1,1,False,2
Emile Smith Rowe,0,0,3,1,11,0,0,1,1.1428571428571428,0,45.0,2.0,-1.1428571428571428,0,2,2,2,False,0
Joseph Willock,0,0,3,1,11,0,0,1,2.7142857142857144,0,50.0,3.0,-2.7142857142857144,0,2,2,2,False,0
Jairo Riedewald,1,0,3,6,7,0,0,1,2.7142857142857144,0,45.0,3.0,-1.7142857142857144,1,1,1,1,True,1
Ayoze Pérez,0,0,3,10,12,0,0,1,1.0,0,65.0,2.0,-1.0,0,3,3,3,False,0
Andreas Christensen,0,1,3,5,18,0,0,0,1.4285714285714286,1,50.0,2.0,-1.4285714285714286,3,0,0,0,False,0
Gylfi Sigurdsson,1,0,3,7,6,0,0,1,3.142857142857143,0,70.0,3.0,-2.142857142857143,3,1,1,1,False,1
Solomon March,8,0,3,3,13,0,0,1,2.5714285714285716,0,50.0,3.0,5.428571428571429,0,3,3,3,True,8
Joelinton Cássio Apolinário de Lira,1,0,3,14,17,1,0,0,3.0,2,60.0,3.0,-2.0,0,2,2,2,False,1
Oluwasemilogo Adesewo Ibidapo Ajayi,1,1,3,18,5,0,0,0,0.8571428571428571,1,50.0,2.0,0.1428571428571429,0,2,2,2,True,1
John Fleck,0,0,3,15,10,0,0,1,1.1428571428571428,0,60.0,2.0,-1.1428571428571428,2,2,2,2,True,0
Kyle Bartley,7,1,3,18,5,0,0,0,2.4285714285714284,1,45.0,3.0,4.571428571428571,0,2,2,2,True,7
Ben Osborn,2,0,3,15,10,0,0,1,0.8571428571428571,0,50.0,2.0,1.1428571428571428,2,2,2,2,True,2
Bernd Leno,3,0,3,1,11,0,1,0,3.142857142857143,3,50.0,3.0,-0.1428571428571428,0,2,2,2,False,3
Karl Darlow,8,0,3,14,17,0,1,0,2.4285714285714284,3,50.0,3.0,5.571428571428571,0,2,2,2,False,8
Yerry Mina,2,1,3,7,6,0,0,0,3.0,1,55.0,3.0,-1.0,3,1,1,1,False,2
Willian Borges Da Silva,2,0,3,1,11,0,0,1,1.2857142857142858,0,80.0,2.0,0.7142857142857142,0,2,2,2,False,2
Tammy Abraham,6,0,3,5,18,1,0,0,3.142857142857143,2,75.0,3.0,2.857142857142857,3,0,0,0,False,6
Luka Milivojevic,0,0,3,6,7,0,0,1,0.8571428571428571,0,60.0,2.0,-0.8571428571428571,1,1,1,1,True,0
David McGoldrick,2,0,3,15,10,1,0,0,1.1428571428571428,2,55.0,2.0,0.8571428571428572,2,2,2,2,True,2
Bobby Decordova-Reid,1,0,3,8,2,1,0,0,2.4285714285714284,2,55.0,3.0,-1.4285714285714284,1,1,1,1,True,1
Adam Webster,1,1,3,3,13,0,0,0,3.142857142857143,1,45.0,3.0,-2.142857142857143,0,3,3,3,True,1
Leander Dendoncker,0,0,3,20,19,0,0,1,3.142857142857143,0,50.0,3.0,-3.142857142857143,1,2,2,2,False,0
Matt Ritchie,2,0,3,14,17,0,0,1,3.142857142857143,0,50.0,3.0,-1.1428571428571428,0,2,2,2,False,2
Alphonse Areola,1,0,3,8,2,0,1,0,3.142857142857143,3,45.0,3.0,-2.142857142857143,1,1,1,1,True,1
Marc Albrighton,0,0,3,10,12,0,0,1,2.4285714285714284,0,55.0,3.0,-2.4285714285714284,0,3,3,3,False,0
Kelechi Iheanacho,1,0,3,10,12,1,0,0,0.8571428571428571,2,60.0,2.0,0.1428571428571429,0,3,3,3,False,1
Jeffrey Schlupp,0,0,3,6,7,0,0,1,0.8571428571428571,0,55.0,2.0,-0.8571428571428571,1,1,1,1,True,0
Harvey Barnes,2,0,3,10,12,0,0,1,3.2857142857142856,0,70.0,3.0,-1.2857142857142856,0,3,3,3,False,2
Vicente Guaita,2,0,3,6,7,0,1,0,3.0,3,50.0,3.0,-1.0,1,1,1,1,True,2
Callum Hudson-Odoi,6,0,3,5,18,0,0,1,2.2857142857142856,0,60.0,3.0,3.7142857142857144,3,0,0,0,False,6
Ben White,0,1,3,3,13,0,0,0,2.857142857142857,1,45.0,3.0,-2.857142857142857,0,3,3,3,True,0
Alex Iwobi,1,0,3,7,6,0,0,1,2.2857142857142856,0,60.0,3.0,-1.2857142857142856,3,1,1,1,False,1
Kasper Schmeichel,2,0,3,10,12,0,1,0,2.857142857142857,3,55.0,3.0,-0.8571428571428572,0,3,3,3,False,2
Rúben Diogo da Silva Neves,2,0,3,20,19,0,0,1,2.5714285714285716,0,55.0,3.0,-0.5714285714285716,1,2,2,2,False,2
Lewis Dunk,-2,1,3,3,13,0,0,0,3.4285714285714284,1,50.0,3.0,-5.428571428571429,0,3,3,3,True,-2
Aleksandar Mitrović,2,0,3,8,2,1,0,0,0.8571428571428571,2,60.0,2.0,1.1428571428571428,1,1,1,1,True,2
Max Kilman,0,1,3,20,19,0,0,0,2.2857142857142856,1,40.0,3.0,-2.2857142857142856,1,2,2,2,False,0
Hakim Ziyech,0,0,3,5,18,0,0,1,2.857142857142857,0,80.0,3.0,-2.857142857142857,3,0,0,0,False,0
Christian Pulisic,0,0,3,5,18,0,0,1,1.0,0,85.0,2.0,-1.0,3,0,0,0,False,0
Wilfried Zaha,1,0,3,6,7,0,0,1,2.142857142857143,0,70.0,2.0,-1.1428571428571428,1,1,1,1,True,1
Daniel Castelo Podence,0,0,3,20,19,0,0,1,2.2857142857142856,0,55.0,3.0,-2.2857142857142856,1,2,2,2,False,0
Kurt Zouma,0,1,3,5,18,0,0,0,3.0,1,50.0,3.0,-3.0,3,0,0,0,False,0
Miguel Almirón,2,0,3,14,17,0,0,1,3.2857142857142856,0,60.0,3.0,-1.2857142857142856,0,2,2,2,False,2
Héctor Bellerín,0,1,3,1,11,0,0,0,3.0,1,50.0,3.0,-3.0,0,2,2,2,False,0
Cheikhou Kouyaté,9,0,3,6,7,0,0,1,3.0,0,50.0,3.0,6.0,1,1,1,1,True,9
Nicolas Pépé,1,0,3,1,11,0,0,1,0.8571428571428571,0,80.0,2.0,0.1428571428571429,0,2,2,2,False,1
Antonee Robinson,0,1,3,8,2,0,0,0,1.0,1,45.0,2.0,-1.0,1,1,1,1,True,0
Hugo Lloris,2,0,3,17,14,0,1,0,3.0,3,55.0,3.0,-1.0,2,1,1,1,True,2
Conor Coady,-1,1,3,20,19,0,0,0,2.4285714285714284,1,50.0,3.0,-3.4285714285714284,1,2,2,2,False,-1
João Filipe Iria Santos Moutinho,2,0,3,20,19,0,0,1,2.4285714285714284,0,55.0,3.0,-0.4285714285714284,1,2,2,2,False,2
Youri Tielemans,6,0,3,10,12,0,0,1,3.2857142857142856,0,65.0,3.0,2.7142857142857144,0,3,3,3,False,6
Mario Lemina,0,0,3,8,2,0,0,1,1.0,0,45.0,2.0,-1.0,1,1,1,1,True,0
Joël Veltman,0,1,3,3,13,0,0,0,2.142857142857143,1,45.0,2.0,-2.142857142857143,0,3,3,3,True,0
Alexandre Lacazette,7,0,3,1,11,1,0,0,3.5714285714285716,2,85.0,3.0,3.4285714285714284,0,2,2,2,False,7
Çaglar Söyüncü,0,1,3,10,12,0,0,0,1.8571428571428572,1,55.0,2.0,-1.8571428571428572,0,3,3,3,False,0
Seamus Coleman,6,1,3,7,6,0,0,0,4.428571428571429,1,50.0,3.0,1.5714285714285712,3,1,1,1,False,6
Christian Benteke,1,0,3,6,7,1,0,0,1.8571428571428572,2,55.0,2.0,-0.8571428571428572,1,1,1,1,True,1
Enda Stevens,2,1,3,15,10,0,0,0,0.5714285714285714,1,55.0,1.0,1.4285714285714286,2,2,2,2,True,2
Dan Burn,0,1,3,3,13,0,0,0,1.7142857142857142,1,45.0,2.0,-1.7142857142857142,0,3,3,3,True,0
George Baldock,1,1,3,15,10,0,0,0,0.5714285714285714,1,55.0,1.0,0.4285714285714286,2,2,2,2,True,1
Gary Cahill,0,1,3,6,7,0,0,0,1.8571428571428572,1,45.0,2.0,-1.8571428571428572,1,1,1,1,True,0
Timothy Castagne,4,1,3,10,12,0,0,0,1.2857142857142858,1,55.0,2.0,2.7142857142857144,0,3,3,3,False,4
Andrew Robertson,10,1,3,11,1,0,0,0,4.714285714285714,1,70.0,3.0,5.285714285714286,0,1,1,1,True,10
Oliver Norwood,1,0,3,15,10,0,0,1,1.7142857142857142,0,50.0,2.0,-0.7142857142857142,2,2,2,2,True,1
Eric Dier,2,1,3,17,14,0,0,0,1.7142857142857142,1,50.0,2.0,0.2857142857142858,2,1,1,1,True,2
Gabriel Magalhães,0,1,3,1,11,0,0,0,1.7142857142857142,1,50.0,2.0,-1.7142857142857142,0,2,2,2,False,0
Darnell Furlong,3,1,3,18,5,0,0,0,1.7142857142857142,1,45.0,2.0,1.2857142857142858,0,2,2,2,True,3
Romain Saïss,0,1,3,20,19,0,0,0,0.42857142857142855,1,50.0,1.0,-0.42857142857142855,1,2,2,2,False,0
John Egan,0,1,3,15,10,0,0,0,0.5714285714285714,1,50.0,1.0,-0.5714285714285714,2,2,2,2,True,0
Fabio Henrique Tavares,2,0,3,11,1,0,0,1,1.7142857142857142,0,55.0,2.0,0.2857142857142858,0,1,1,1,True,2
Adama Traoré,2,0,3,20,19,0,0,1,1.8571428571428572,0,65.0,2.0,0.1428571428571428,1,2,2,2,False,2
Adam Lallana,2,0,3,3,13,0,0,1,1.2857142857142858,0,65.0,2.0,0.7142857142857142,0,3,3,3,True,2
Neal Maupay,8,0,3,3,13,1,0,0,2.0,2,65.0,2.0,6.0,0,3,3,3,True,8
Yves Bissouma,0,0,3,3,13,0,0,1,2.0,0,45.0,2.0,-2.0,0,3,3,3,True,0
Tyrick Mitchell,1,1,3,6,7,0,0,0,0.5714285714285714,1,40.0,1.0,0.4285714285714286,1,1,1,1,True,1
James Maddison,10,0,3,10,12,0,0,1,4.142857142857143,0,70.0,3.0,5.857142857142857,0,3,3,3,False,10
Antonio Rüdiger,0,1,3,5,18,0,0,0,2.0,1,50.0,2.0,-2.0,3,0,0,0,False,0
Callum Robinson,13,0,3,18,5,1,0,0,4.142857142857143,2,55.0,3.0,8.857142857142858,0,2,2,2,True,13
Jarrod Bowen,15,0,3,19,20,0,0,1,4.428571428571429,0,65.0,3.0,10.571428571428571,2,0,0,0,True,15
Angelo Ogbonna,6,1,3,19,20,0,0,0,4.285714285714286,1,50.0,3.0,1.7142857142857144,2,0,0,0,True,6
Tomas Soucek,6,0,3,19,20,0,0,1,4.285714285714286,0,50.0,3.0,1.7142857142857144,2,0,0,0,True,6
Harrison Reed,0,0,3,8,2,0,0,1,1.8571428571428572,0,45.0,2.0,-1.8571428571428572,1,1,1,1,True,0
Jonny Evans,2,1,3,10,12,0,0,0,0.5714285714285714,1,55.0,1.0,1.4285714285714286,0,3,3,3,False,2
Jordan Ayew,2,0,3,6,7,1,0,0,1.8571428571428572,2,60.0,2.0,0.1428571428571428,1,1,1,1,True,2
Toby Alderweireld,0,1,3,17,14,0,0,0,1.8571428571428572,1,55.0,2.0,-1.8571428571428572,2,1,1,1,True,0
Willy Boly,0,1,3,20,19,0,0,0,1.8571428571428572,1,55.0,2.0,-1.8571428571428572,1,2,2,2,False,0
Granit Xhaka,1,0,3,1,11,0,0,1,1.8571428571428572,0,55.0,2.0,-0.8571428571428572,0,2,2,2,False,1
Pierre-Emerick Aubameyang,2,0,3,1,11,0,0,1,4.857142857142857,0,120.0,3.0,-2.8571428571428568,0,2,2,2,False,2
Ben Davies,2,1,3,17,14,0,0,0,0.42857142857142855,1,50.0,1.0,1.5714285714285714,2,1,1,1,True,2
Jordan Henderson,0,0,3,11,1,0,0,1,0.42857142857142855,0,55.0,1.0,-0.42857142857142855,0,1,1,1,True,0
Trent Alexander-Arnold,7,1,3,11,1,0,0,0,5.571428571428571,1,75.0,3.0,1.4285714285714288,0,1,1,1,True,7
Pascal Groß,1,0,3,3,13,0,0,1,5.714285714285714,0,60.0,3.0,-4.714285714285714,0,3,3,3,True,1
Serge Aurier,0,1,3,17,14,0,0,0,0.2857142857142857,1,55.0,1.0,-0.2857142857142857,2,1,1,1,True,0
Mohamed Salah,5,0,3,11,1,0,0,1,6.0,0,120.0,3.0,-1.0,0,1,1,1,True,5
Michail Antonio,2,0,3,19,20,1,0,0,6.285714285714286,2,65.0,3.0,-4.285714285714286,2,0,0,0,True,2
Ivan Ricardo Neves Abreu Cavaleiro,2,0,3,8,2,0,0,1,1.4285714285714286,0,55.0,2.0,0.5714285714285714,1,1,1,1,True,2
Aaron Cresswell,7,1,3,19,20,0,0,0,5.571428571428571,1,50.0,3.0,1.4285714285714288,2,0,0,0,True,7
Jacob Murphy,1,0,3,14,17,0,0,1,1.4285714285714286,0,50.0,2.0,-0.4285714285714286,0,2,2,2,False,1
